date,WILL5000IND_r2,WILLLRGCAP_r2,WILLLRGCAPVAL_r2,WILLLRGCAPGR_r2,WILLMIDCAP_r2,WILLMIDCAPVAL_r2,WILLMIDCAPGR_r2,WILLSMLCAP_r2,WILLSMLCAPVAL_r2,WILLSMLCAPGR_r2,WILL5000IND_sign,WILLLRGCAP_sign,WILLLRGCAPVAL_sign,WILLLRGCAPGR_sign,WILLMIDCAP_sign,WILLMIDCAPVAL_sign,WILLMIDCAPGR_sign,WILLSMLCAP_sign,WILLSMLCAPVAL_sign,WILLSMLCAPGR_sign,WILL5000IND_pch,WILLLRGCAP_pch,WILLLRGCAPVAL_pch,WILLLRGCAPGR_pch,WILLMIDCAP_pch,WILLMIDCAPVAL_pch,WILLMIDCAPGR_pch,WILLSMLCAP_pch,WILLSMLCAPVAL_pch,WILLSMLCAPGR_pch
1987-08-31,14.239906016399999,16.031695681600002,18.3880588969,13.8381768009,9.266483928100001,11.431093380100002,7.404385209999999,10.949481,13.5500554816,8.720268060099999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.77358,4.00396,4.28813,3.71997,3.04409,3.38099,2.7211,3.309,3.68104,2.95301
1987-09-30,4.317751526400001,4.456574323600001,5.0176896004,3.9282447204000004,2.7624766848999998,2.4898630849,3.0418499280999995,4.355569000000001,5.1986280025000005,3.6022142025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.07792,-2.11106,-2.24002,-1.98198,-1.66207,-1.57793,-1.74409,-2.087,-2.28005,-1.89795
1987-10-31,520.3722881889,458.5992269048999,406.87085468160006,513.2499312004,695.7941359681,554.9346047025,853.5775776024999,821.624896,671.1690220249,985.3371224064001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.81167,-21.41493,-20.17104,-22.65502,-26.37791,-23.55705,-29.21605,-28.664,-25.90693,-31.39008
1987-11-30,49.6273754089,62.127658052099996,55.1904867409,69.7061349604,17.5398465636,16.3464150249,18.8783298064,22.646748499600005,16.29010321,30.490827422499997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.04467,-7.88211,-7.42903,-8.34902,-4.18806,-4.04307,-4.34492,-4.75886,-4.0361,-5.52185
1987-12-31,51.967806676900004,52.0565136004,34.868788800400004,73.5659582436,78.5327398969,37.308885610000004,140.1140955204,68.62266785439999,34.444926240399994,118.13081344000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.20887,7.21502,5.90498,8.57706,8.86187,6.1081,11.83698,8.28388,5.86898,10.8688
1988-01-31,18.5790309156,19.316640304899995,57.382897522499995,1.4231535616,14.259610916100002,27.184961766399997,5.2535848848999995,17.7655506064,37.4300463601,5.117458352399999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.31034,4.39507,7.57515,1.19296,3.77619,5.21392,2.29207,4.21492,6.11801,2.26218
1988-02-29,27.976271347599997,23.784446224899998,20.150402766400003,28.005793202499998,59.1665563204,45.52335840999999,75.60180770489998,61.4350278025,54.9082482001,68.8241137609,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.28926,4.87693,4.48892,5.29205,7.69198,6.7471,8.69493,7.83805,7.41001,8.29603
1988-03-31,2.4644604196,6.974881,3.5497574464,11.882360526400001,2.0532883849,2.86252561,1.3572949009,10.195312860100001,5.166847224900001,17.379977344899995,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.56986,-2.641,-1.88408,-3.44708,1.43293,1.6919,1.16503,3.19301,2.27307,4.16893
1988-04-30,1.2464159449,0.8723933603999999,1.3182024969000001,0.4930707961,0.4461438436,0.9158298601,0.1376929449,2.4650256016000003,1.7210553721,3.3710796025,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.11643,0.93402,1.14813,0.70219,0.66794,0.95699,0.37107,1.57004,1.31189,1.83605
1988-05-31,0.024878752900000002,0.3388287681,1.0962508804000002,0.0057699216,0.3930913809,0.0016949689,1.7110471249,2.9344032601,1.8686343204000002,4.260096,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.15773,0.58209,1.04702,0.07596,-0.62697,0.04117,-1.30807,-1.71301,-1.36698,-2.064
1988-06-30,27.007249922500005,24.216929944900002,23.494087584900004,25.030409241600005,45.994438886400005,48.8159331856,43.1512354816,48.6509040004,47.34967483209999,49.996778305599996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.19685,4.92107,4.84707,5.00304,6.78192,6.98684,6.56896,6.97502,6.88111,7.07084
1988-07-31,0.5602522500000001,0.5212551203999999,0.0529690225,1.4596747489,3.7361797264,2.3990602321000005,5.280987841599999,1.2996684009000001,0.0006734025000000001,5.052829622500001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.7485,-0.72198,-0.23015,-1.20817,-1.93292,-1.54889,-2.29804,-1.14003,0.02595,-2.24785
1988-08-31,8.212580377599998,8.43379681,5.884748222500001,11.4569387361,4.0043611881,1.3388109849,7.9521180025,5.6972438721000005,2.5762497049,9.9033572416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.86576,-2.9041,-2.42585,-3.38481,-2.00109,-1.15707,-2.81995,-2.38689,-1.60507,-3.14696
1988-09-30,15.0698463601,16.9821464836,14.4623526436,19.748336088099997,9.790828740900002,9.9223110009,9.654194694400001,7.1121955968999995,8.4684492036,5.884554156099999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.88199,4.12094,3.80294,4.44391,3.12903,3.14997,3.10712,2.66687,2.91006,2.42581
1988-10-31,3.77602624,4.888388340900001,6.140484000000001,3.7676362816,0.1918352401,1.7191667688999999,0.2071251121,0.17059378090000002,0.018498720099999998,0.9464565795999998,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.9432,2.21097,2.478,1.94104,0.43799,1.31117,-0.45511,-0.41303,0.13601,-0.97286
1988-11-30,3.0959458209,1.9068019569,1.6409353801000002,2.1997339225,4.515625,7.0543891201000015,2.45204281,7.219968999999999,6.671630702499999,7.8181192881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.75953,-1.38087,-1.28099,-1.48315,-2.125,-2.65601,-1.5659,-2.687,-2.58295,-2.79609
